year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level
2024,Canada,3,Gaming,Small,31,2.41,99.0,88.4,67.88,High
2020,Israel,3,Government,Medium,744,2.25,99.0,82.3,33.56,Medium
2021,United Kingdom,3,Government,Small,94,2.15,99.0,90.0,28.48,Low
2022,South Africa,1,Manufacturing,Medium,650,0.97,52.5,34.3,39.0,Medium
2019,South Korea,3,Agriculture,Medium,570,2.92,84.7,97.4,14.87,Low
2025,India,1,Media & Entertainment,Large,2794,1.09,68.8,47.4,97.0,High
2021,United States,3,Gaming,Large,23884,2.2,89.2,97.6,94.41,High
2018,Netherlands,3,Agriculture,Small,83,2.06,99.0,96.1,2.0,Low
2025,Germany,3,Agriculture,Large,11386,2.32,99.0,91.3,72.95,High
2024,China,2,Government,Medium,576,1.88,70.7,65.3,58.84,High
2018,France,3,Agriculture,Small,48,2.32,99.0,84.6,2.0,Low
2022,Nigeria,1,Healthcare,Small,15,0.89,54.1,67.0,27.93,Low
2023,Singapore,3,Automotive,Small,67,2.14,98.2,93.8,56.35,High
2020,United States,3,Manufacturing,Medium,986,2.62,96.0,77.0,51.03,Medium
2022,Netherlands,3,Healthcare,Small,18,2.7,87.5,78.0,56.15,High
2021,Morocco,1,Legal,Medium,656,0.79,78.8,50.0,16.89,Low
2021,Netherlands,3,Gaming,Large,2424,2.41,92.0,82.7,95.25,High
2024,Brazil,2,Legal,Large,40802,1.76,86.9,74.5,57.23,High
2019,Israel,3,Retail,Medium,705,2.83,94.2,100.0,52.53,Medium
2019,France,3,Media & Entertainment,Large,41653,2.66,91.8,85.9,53.91,Medium
2019,China,2,Media & Entertainment,Medium,896,2.1,58.7,80.3,49.66,Medium
2023,South Korea,3,Agriculture,Small,33,2.67,95.0,80.7,35.61,Medium
2019,Israel,3,Financial Services,Large,46162,2.52,99.0,91.0,83.69,High
2019,China,2,Legal,Medium,361,1.88,77.4,52.9,22.02,Low
2024,Australia,3,Technology,Small,77,3.03,99.0,100.0,70.31,High
2025,Brazil,2,Government,Large,15250,1.79,91.9,76.1,66.08,High
2023,Singapore,3,Legal,Small,30,2.88,99.0,96.8,35.86,Medium
2022,Brazil,2,Technology,Medium,514,1.94,97.2,81.3,53.8,Medium
2018,Japan,3,Government,Large,49641,2.4,90.2,71.9,18.0,Low
2019,Israel,3,Technology,Small,57,2.45,99.0,86.0,36.03,Medium
2025,United Kingdom,3,Manufacturing,Large,13336,2.37,99.0,87.2,97.0,High
2020,Egypt,1,Healthcare,Medium,209,1.51,75.0,38.2,21.04,Low
2018,Japan,3,Gaming,Medium,870,2.88,99.0,88.5,33.6,Medium
2025,United States,3,Technology,Medium,709,2.53,99.0,100.0,97.0,High
2019,Brazil,2,Agriculture,Large,30048,1.7,85.6,58.3,8.32,Low
2018,France,3,Manufacturing,Medium,647,2.82,99.0,75.7,27.32,Low
2018,Canada,3,Media & Entertainment,Small,31,2.63,98.6,90.7,16.89,Low
2018,South Korea,3,Gaming,Large,2600,2.66,99.0,92.6,58.99,High
2021,South Africa,1,Automotive,Small,10,1.01,44.4,63.7,18.15,Low
2023,Israel,3,Automotive,Large,2367,2.81,97.6,100.0,97.0,High
2020,United States,3,Automotive,Medium,809,2.89,93.8,93.5,59.4,High
2018,Sweden,3,Healthcare,Large,41272,3.23,99.0,94.4,63.8,High
2021,Mexico,2,Automotive,Small,11,2.15,87.7,73.1,26.99,Low
2021,China,2,Healthcare,Small,94,1.8,74.8,76.1,47.34,Medium
2021,Morocco,1,Healthcare,Medium,680,1.68,57.2,54.8,25.63,Low
2025,South Korea,3,Gaming,Small,79,3.09,99.0,96.5,73.19,High
2023,Israel,3,Media & Entertainment,Large,20623,3.15,99.0,87.9,97.0,High
2024,Sweden,3,Retail,Medium,980,2.93,89.2,72.5,77.93,High
2023,Mexico,2,Financial Services,Medium,686,1.74,77.9,65.7,56.31,High
2023,Singapore,3,Agriculture,Large,6614,2.37,97.9,80.8,54.84,Medium
2019,Israel,3,Agriculture,Medium,211,2.34,99.0,95.1,24.15,Low
2022,India,1,Retail,Large,22524,0.94,58.1,60.7,68.69,High
2025,Brazil,2,Gaming,Medium,459,2.06,85.3,85.6,74.47,High
2022,Mexico,2,Agriculture,Medium,845,2.19,83.0,55.6,13.59,Low
2022,India,1,Healthcare,Large,45271,1.22,47.3,59.1,68.67,High
2020,Netherlands,3,Retail,Medium,341,2.74,99.0,89.2,47.83,Medium
2025,United States,3,Technology,Small,77,2.7,87.2,100.0,83.9,High
2022,Nigeria,1,Agriculture,Small,82,1.1,64.2,40.2,12.99,Low
2022,Morocco,1,Media & Entertainment,Medium,612,1.03,55.1,34.3,33.82,Medium
2024,Nigeria,1,Healthcare,Medium,254,1.74,74.9,64.5,51.02,Medium
2018,Netherlands,3,Legal,Large,48764,3.02,96.9,90.8,37.38,Medium
2021,Singapore,3,Healthcare,Medium,456,3.22,96.8,95.9,59.15,High
2021,Singapore,3,Media & Entertainment,Small,91,2.56,99.0,100.0,43.99,Medium
2023,India,1,Legal,Small,27,1.09,61.6,48.8,36.3,Medium
2018,Australia,3,Education,Medium,417,2.62,99.0,87.5,12.22,Low
2023,China,2,Legal,Large,31269,2.14,89.8,82.3,63.14,High
2018,Australia,3,Manufacturing,Medium,646,2.55,99.0,97.8,26.89,Low
2024,Netherlands,3,Legal,Large,43928,2.28,96.5,100.0,78.84,High
2020,France,3,Manufacturing,Large,18217,1.83,96.4,99.3,58.42,High
2021,India,1,Media & Entertainment,Medium,430,0.97,70.2,53.6,45.1,Medium
2022,United States,3,Retail,Large,49128,2.75,99.0,94.8,74.28,High
2025,Morocco,1,Government,Large,20993,1.52,60.6,57.9,58.93,High
2019,Sweden,3,Education,Medium,127,2.83,99.0,93.9,36.78,Medium
2020,United Kingdom,3,Education,Large,5515,2.54,92.8,91.1,43.08,Medium
2024,United States,3,Technology,Medium,416,3.12,99.0,82.8,97.0,High
2025,Netherlands,3,Legal,Medium,970,3.06,99.0,100.0,81.92,High
2022,Australia,3,Automotive,Large,42499,2.57,93.9,77.4,75.57,High
2022,Sweden,3,Legal,Small,87,2.66,93.9,81.7,29.52,Low
2021,South Africa,1,Gaming,Medium,363,1.57,57.5,53.9,37.22,Medium
2025,South Korea,3,Media & Entertainment,Large,21517,2.62,99.0,79.5,97.0,High
2020,Sweden,3,Media & Entertainment,Medium,312,2.69,94.5,82.3,53.37,Medium
2019,Nigeria,1,Healthcare,Small,23,1.01,59.1,61.3,9.06,Low
2019,Singapore,3,Financial Services,Medium,809,2.9,99.0,100.0,39.67,Medium
2025,United States,3,Automotive,Large,20790,2.34,88.0,100.0,97.0,High
2018,United States,3,Legal,Small,26,2.73,99.0,96.8,15.88,Low
2018,Morocco,1,Technology,Medium,881,1.61,57.4,54.6,3.44,Low
2025,Singapore,3,Gaming,Small,71,2.68,99.0,100.0,82.14,High
2022,Singapore,3,Government,Medium,320,2.55,99.0,75.2,43.95,Medium
2019,Australia,3,Manufacturing,Large,34991,3.17,99.0,83.7,45.91,Medium
2024,Sweden,3,Gaming,Large,26093,3.0,99.0,95.2,97.0,High
2023,United Kingdom,3,Manufacturing,Large,21802,3.01,99.0,93.4,94.4,High
2021,India,1,Legal,Small,37,0.95,56.9,50.7,19.41,Low
2022,Morocco,1,Media & Entertainment,Large,23571,1.07,59.3,58.2,38.18,Medium
2021,Brazil,2,Media & Entertainment,Small,7,1.86,78.6,63.2,18.8,Low
2020,India,1,Agriculture,Large,2702,1.04,55.7,39.3,24.93,Low
2022,Brazil,2,Financial Services,Medium,177,1.86,70.8,59.8,47.81,Medium
2022,United Kingdom,3,Gaming,Small,75,2.16,99.0,91.2,58.74,High
2024,Mexico,2,Retail,Large,3876,2.21,84.4,58.7,72.9,High
2023,Australia,3,Agriculture,Large,14919,2.81,99.0,81.4,45.36,Medium
2019,Morocco,1,Financial Services,Small,7,1.08,63.9,34.1,3.71,Low
2020,India,1,Healthcare,Medium,384,0.9,50.8,57.4,46.42,Medium
2021,South Africa,1,Legal,Small,68,1.26,50.8,47.4,17.48,Low
2023,France,3,Automotive,Large,23702,2.72,95.3,79.5,85.13,High
2021,France,3,Agriculture,Medium,571,3.34,99.0,98.5,23.66,Low
2019,Australia,3,Healthcare,Medium,876,3.33,99.0,73.1,36.86,Medium
2023,South Africa,1,Healthcare,Medium,886,1.25,59.9,45.3,47.19,Medium
2020,United Kingdom,3,Legal,Large,14923,2.69,99.0,85.7,54.71,Medium
2022,Nigeria,1,Retail,Medium,569,0.97,52.0,50.5,35.32,Medium
2022,Japan,3,Government,Medium,476,2.64,99.0,90.1,35.91,Medium
2024,United Kingdom,3,Technology,Large,44074,2.65,99.0,100.0,97.0,High
2024,Nigeria,1,Automotive,Medium,803,0.89,55.1,52.4,47.74,Medium
2024,Mexico,2,Gaming,Large,22048,1.26,85.6,86.6,85.2,High
2021,Netherlands,3,Legal,Medium,407,2.35,99.0,91.7,44.18,Medium
2019,Morocco,1,Government,Large,35722,1.39,64.5,42.0,11.69,Low
2023,South Korea,3,Technology,Medium,659,2.28,99.0,99.6,82.2,High
2019,Sweden,3,Retail,Small,19,2.56,99.0,89.7,21.11,Low
2019,Sweden,3,Media & Entertainment,Medium,606,3.33,91.8,82.6,45.7,Medium
2020,Canada,3,Automotive,Medium,259,1.93,99.0,100.0,48.5,Medium
2020,France,3,Retail,Large,23016,2.42,99.0,100.0,53.25,Medium
2025,India,1,Government,Medium,489,0.92,61.1,50.3,53.44,Medium
2023,Morocco,1,Agriculture,Medium,930,1.14,55.1,52.2,23.96,Low
2020,United Kingdom,3,Healthcare,Large,39765,3.45,99.0,95.4,77.3,High
2022,Israel,3,Healthcare,Small,11,2.8,99.0,96.2,52.7,Medium
2021,Canada,3,Automotive,Medium,373,2.54,90.7,77.0,64.88,High
2022,Canada,3,Gaming,Small,35,2.7,99.0,92.5,53.21,Medium
2020,United States,3,Education,Large,18794,2.27,92.1,78.1,57.95,High
2021,India,1,Technology,Small,12,0.98,58.5,60.0,42.91,Medium
2022,Israel,3,Agriculture,Large,8999,2.56,96.3,67.3,52.74,Medium
2024,United States,3,Retail,Medium,153,2.21,94.9,94.2,79.54,High
2019,Canada,3,Manufacturing,Small,79,2.39,97.3,97.4,20.46,Low
2025,South Africa,1,Technology,Large,26702,0.89,53.2,42.3,95.81,High
2023,Israel,3,Technology,Large,24938,2.56,93.2,87.0,97.0,High
2018,Japan,3,Media & Entertainment,Large,26158,2.49,99.0,100.0,50.41,Medium
2023,United Kingdom,3,Technology,Large,24495,2.53,99.0,100.0,97.0,High
2023,United Kingdom,3,Manufacturing,Small,58,3.2,99.0,100.0,56.85,High
2018,United Kingdom,3,Education,Medium,307,2.94,84.9,96.1,24.63,Low
2019,Germany,3,Retail,Large,38924,2.64,94.0,100.0,55.87,High
2021,Egypt,1,Financial Services,Medium,489,1.28,61.5,57.6,39.3,Medium
2023,Israel,3,Agriculture,Medium,625,2.25,99.0,80.7,46.57,Medium
2022,China,2,Manufacturing,Large,39155,1.09,85.8,96.7,77.29,High
2023,Germany,3,Financial Services,Large,22353,2.8,99.0,100.0,93.45,High
2024,Canada,3,Financial Services,Small,52,2.58,99.0,86.1,76.91,High
2021,Netherlands,3,Agriculture,Large,42743,2.55,93.5,69.8,39.78,Medium
2021,Germany,3,Agriculture,Large,15035,2.95,89.9,96.1,43.45,Medium
2024,India,1,Media & Entertainment,Medium,113,0.86,56.1,71.7,73.12,High
2025,Germany,3,Financial Services,Large,5295,2.46,89.2,84.0,97.0,High
2024,Sweden,3,Manufacturing,Large,46646,2.86,96.3,97.5,97.0,High
2020,Canada,3,Automotive,Large,41824,2.69,93.8,96.0,65.43,High
2025,United Kingdom,3,Gaming,Large,41969,2.56,99.0,100.0,97.0,High
2018,China,2,Manufacturing,Small,33,1.85,82.8,73.9,13.53,Low
2020,Mexico,2,Legal,Medium,344,1.4,82.4,63.1,19.92,Low
2020,South Korea,3,Government,Medium,816,2.43,96.1,79.2,29.4,Low
2024,Egypt,1,Manufacturing,Large,21709,1.2,45.4,67.9,71.83,High
2019,Singapore,3,Government,Large,39769,2.65,89.9,83.4,37.8,Medium
2024,Netherlands,3,Technology,Small,61,2.95,99.0,86.4,78.99,High
2021,South Korea,3,Retail,Medium,629,2.72,99.0,99.6,43.89,Medium
2022,Singapore,3,Agriculture,Large,49629,2.72,85.8,86.7,39.0,Medium
2022,United States,3,Technology,Medium,263,2.67,99.0,96.8,89.11,High
2019,Australia,3,Media & Entertainment,Large,20476,2.16,91.3,88.8,57.13,High
2021,Canada,3,Retail,Small,45,2.51,99.0,93.4,37.2,Medium
2019,China,2,Retail,Large,33726,2.42,83.3,72.4,52.48,Medium
2024,India,1,Government,Medium,973,0.89,60.3,51.7,62.1,High
2019,Egypt,1,Media & Entertainment,Small,16,1.28,57.9,63.5,14.02,Low
2023,Sweden,3,Agriculture,Large,43774,2.25,99.0,90.6,52.96,Medium
2022,Sweden,3,Manufacturing,Small,92,2.58,99.0,95.4,38.87,Medium
2025,Japan,3,Gaming,Small,26,2.48,86.9,77.3,74.21,High
2019,Morocco,1,Manufacturing,Medium,124,1.23,59.4,54.7,5.0,Low
2025,Morocco,1,Manufacturing,Medium,911,1.59,51.5,63.3,50.21,Medium
2022,Netherlands,3,Agriculture,Small,8,2.98,98.1,94.9,27.64,Low
2023,Canada,3,Media & Entertainment,Large,43936,2.63,97.7,87.5,97.0,High
2020,Sweden,3,Agriculture,Large,45693,2.96,96.3,81.2,26.02,Low
2024,Brazil,2,Government,Medium,683,1.49,90.5,65.5,48.72,Medium
2022,South Korea,3,Agriculture,Medium,706,2.62,99.0,81.2,35.96,Medium
2022,Japan,3,Technology,Medium,932,2.4,98.4,94.2,62.81,High
2019,South Africa,1,Gaming,Large,19615,1.4,59.0,49.6,33.88,Medium
2018,South Korea,3,Agriculture,Small,29,2.46,95.7,89.6,2.0,Low
2021,China,2,Gaming,Small,28,1.71,91.4,71.5,50.28,Medium
2025,Australia,3,Manufacturing,Large,3393,3.18,99.0,80.8,97.0,High
2025,Canada,3,Financial Services,Small,69,2.94,99.0,90.7,82.08,High
2025,Brazil,2,Agriculture,Medium,232,2.06,71.1,58.3,47.73,Medium
2023,Germany,3,Gaming,Medium,110,2.38,99.0,100.0,72.08,High
2024,Egypt,1,Technology,Small,28,1.62,79.8,59.4,59.19,High
2024,Egypt,1,Government,Small,60,0.94,60.2,47.5,27.34,Low
2020,India,1,Education,Large,33224,1.4,55.7,55.0,48.29,Medium
2018,Mexico,2,Healthcare,Medium,554,2.55,79.9,80.5,11.91,Low
2025,South Korea,3,Media & Entertainment,Small,7,2.55,94.1,100.0,78.74,High
2022,Egypt,1,Automotive,Medium,707,1.38,71.7,58.1,27.98,Low
2020,China,2,Media & Entertainment,Small,35,1.46,73.4,59.5,35.04,Medium
2022,Canada,3,Financial Services,Large,12344,2.27,85.8,100.0,65.28,High
2023,Netherlands,3,Healthcare,Small,92,2.85,95.7,91.3,50.99,Medium
2025,Egypt,1,Agriculture,Small,85,0.97,60.0,37.0,48.75,Medium
2025,France,3,Legal,Medium,233,2.43,96.0,87.4,67.8,High
2022,Brazil,2,Technology,Small,71,1.66,77.2,74.0,50.32,Medium
2021,United States,3,Legal,Small,98,2.55,99.0,100.0,25.45,Low
2022,France,3,Gaming,Large,35747,2.93,98.4,95.3,82.31,High
2025,South Korea,3,Agriculture,Small,70,2.47,97.0,85.5,51.14,Medium
2021,Australia,3,Legal,Small,26,2.81,95.2,84.1,21.49,Low
2022,Israel,3,Healthcare,Medium,291,2.59,92.3,100.0,69.42,High
2019,United Kingdom,3,Manufacturing,Small,59,2.82,99.0,88.4,33.38,Medium
2022,India,1,Legal,Medium,558,1.18,56.2,46.8,34.12,Medium
2023,Brazil,2,Retail,Small,28,2.03,74.9,80.9,40.36,Medium
2024,United Kingdom,3,Retail,Medium,644,2.77,98.8,99.7,73.69,High
2025,United Kingdom,3,Retail,Large,38941,2.26,91.2,89.3,97.0,High
2024,South Africa,1,Financial Services,Medium,895,1.6,51.3,57.4,60.72,High
2020,Germany,3,Agriculture,Small,55,2.95,99.0,81.0,17.69,Low
2018,South Korea,3,Gaming,Small,65,2.58,99.0,83.7,14.97,Low
2025,Brazil,2,Retail,Small,86,2.12,62.3,69.9,61.58,High
2019,Brazil,2,Legal,Large,40303,1.57,76.5,55.2,28.88,Low
2021,Germany,3,Automotive,Medium,602,2.66,99.0,88.0,43.97,Medium
2018,Morocco,1,Agriculture,Large,13708,0.78,42.5,44.1,2.0,Low
2021,United Kingdom,3,Gaming,Small,82,2.21,99.0,82.5,45.5,Medium
2020,Japan,3,Financial Services,Large,3704,2.72,99.0,79.1,65.66,High
2018,South Korea,3,Automotive,Medium,215,2.86,99.0,95.6,28.44,Low
2020,Germany,3,Gaming,Large,23578,2.53,99.0,100.0,81.14,High
2019,Sweden,3,Legal,Medium,777,2.96,93.5,66.7,28.38,Low
2022,Germany,3,Legal,Medium,165,2.09,91.3,83.4,50.36,Medium
2023,Singapore,3,Automotive,Medium,567,2.28,97.0,92.5,75.94,High
2023,Nigeria,1,Government,Large,18272,0.92,66.5,50.1,35.72,Medium
2018,France,3,Agriculture,Large,5433,2.07,96.3,85.5,19.33,Low
2024,China,2,Technology,Medium,365,1.5,83.7,90.0,86.07,High
2022,United Kingdom,3,Healthcare,Small,53,2.31,99.0,85.6,48.06,Medium
2023,Brazil,2,Healthcare,Medium,978,1.55,83.2,68.8,51.18,Medium
2025,Brazil,2,Legal,Small,31,1.78,75.8,72.9,46.68,Medium
2020,Israel,3,Technology,Small,93,2.46,99.0,76.1,51.77,Medium
2023,China,2,Financial Services,Large,49588,1.79,68.4,94.0,95.52,High
2019,United States,3,Agriculture,Medium,471,2.89,92.6,85.3,8.63,Low
2019,Japan,3,Media & Entertainment,Small,66,2.22,99.0,73.6,25.88,Low
2020,Canada,3,Media & Entertainment,Large,14065,3.06,99.0,90.8,60.0,High
2020,Singapore,3,Education,Large,27315,3.13,98.3,100.0,56.01,High
2022,South Korea,3,Media & Entertainment,Medium,753,2.45,94.0,100.0,64.79,High
2019,Singapore,3,Education,Large,17128,2.49,97.8,84.0,49.57,Medium
2020,Morocco,1,Government,Small,96,1.12,54.0,45.5,5.56,Low
2018,Japan,3,Media & Entertainment,Small,33,2.75,99.0,79.6,21.26,Low
2024,United States,3,Media & Entertainment,Small,28,2.5,99.0,95.1,58.58,High
2023,Israel,3,Manufacturing,Small,28,2.6,92.1,95.4,68.11,High
2022,Singapore,3,Manufacturing,Large,35060,2.49,99.0,100.0,87.91,High
2023,India,1,Retail,Small,55,1.57,49.8,52.3,42.74,Medium
2019,Canada,3,Government,Medium,352,2.89,90.8,100.0,19.94,Low
2018,Japan,3,Automotive,Large,5864,2.55,99.0,96.3,57.34,High
2018,United Kingdom,3,Financial Services,Small,98,2.58,99.0,86.2,24.02,Low
2025,South Africa,1,Gaming,Medium,628,0.64,54.6,69.5,74.19,High
2018,United States,3,Government,Medium,755,2.41,99.0,82.5,20.91,Low
2019,Mexico,2,Technology,Small,98,1.84,73.9,96.4,22.34,Low
2019,Australia,3,Legal,Large,31398,2.35,95.8,73.7,31.84,Medium
2023,Germany,3,Legal,Large,5098,2.74,99.0,83.7,70.26,High
2022,Sweden,3,Retail,Medium,258,2.82,99.0,82.7,64.6,High
2022,United Kingdom,3,Technology,Large,34932,2.72,97.8,97.9,97.0,High
2022,Singapore,3,Gaming,Large,18333,2.44,98.8,89.2,97.0,High
2020,Israel,3,Technology,Medium,938,2.82,93.3,90.1,69.5,High
2025,Australia,3,Government,Small,55,2.5,99.0,97.5,58.44,High
2025,South Korea,3,Technology,Large,5860,2.92,99.0,94.8,97.0,High
2024,United States,3,Legal,Medium,130,2.62,99.0,100.0,67.64,High
2023,Mexico,2,Automotive,Medium,172,2.05,73.5,79.2,45.64,Medium
2022,Brazil,2,Healthcare,Medium,851,1.44,78.6,74.8,35.37,Medium
2022,China,2,Financial Services,Large,31209,2.23,90.1,73.5,85.18,High
2022,South Africa,1,Government,Medium,324,1.27,61.3,32.2,20.07,Low
2020,Nigeria,1,Legal,Large,11169,1.25,58.3,42.3,12.39,Low
2020,China,2,Legal,Small,77,1.68,86.4,57.9,24.98,Low
2021,United Kingdom,3,Retail,Small,86,2.73,99.0,81.8,38.78,Medium
2018,Japan,3,Healthcare,Large,37934,2.86,92.2,100.0,56.95,High
2018,United States,3,Gaming,Medium,687,2.55,99.0,100.0,37.02,Medium
2025,Netherlands,3,Gaming,Large,30240,2.68,92.3,84.2,97.0,High
2022,Mexico,2,Manufacturing,Large,27411,1.68,82.7,66.2,56.67,High
2019,Israel,3,Media & Entertainment,Small,48,3.08,93.6,90.7,38.43,Medium
2019,China,2,Technology,Large,40278,1.85,89.4,50.7,80.5,High
2022,South Africa,1,Legal,Small,29,1.1,53.7,46.9,16.47,Low
2023,Germany,3,Technology,Medium,406,2.88,99.0,92.8,91.88,High
2022,Sweden,3,Healthcare,Large,1059,2.69,85.4,100.0,88.62,High
2020,China,2,Healthcare,Medium,735,2.24,82.2,72.0,52.59,Medium
2018,India,1,Technology,Large,47348,1.05,65.7,51.0,45.52,Medium
2018,Japan,3,Healthcare,Medium,524,2.9,99.0,100.0,35.38,Medium
2021,Mexico,2,Agriculture,Small,32,1.88,73.7,56.8,8.99,Low
2025,Mexico,2,Gaming,Large,41906,1.84,85.7,63.1,92.27,High
2019,Mexico,2,Healthcare,Large,12556,2.35,76.7,55.2,42.71,Medium
2018,Canada,3,Gaming,Small,77,2.3,95.4,94.1,23.7,Low
2024,Germany,3,Retail,Medium,995,2.2,91.8,73.9,81.05,High
2021,Singapore,3,Healthcare,Large,36132,2.1,99.0,80.2,90.03,High
2025,Sweden,3,Manufacturing,Small,30,2.2,99.0,78.2,64.89,High
2025,Israel,3,Agriculture,Small,12,2.34,98.6,93.4,58.11,High
2022,Israel,3,Government,Small,96,2.3,99.0,86.0,34.33,Medium
2025,Nigeria,1,Retail,Medium,962,1.0,57.1,56.2,52.53,Medium
2018,China,2,Technology,Large,21760,1.83,95.1,68.9,68.02,High
2024,Mexico,2,Legal,Medium,153,1.85,76.3,65.0,51.77,Medium
2023,United States,3,Legal,Large,24350,2.58,99.0,82.4,75.93,High
2020,India,1,Manufacturing,Large,33548,1.51,74.5,59.6,52.63,Medium
2020,South Africa,1,Manufacturing,Large,15558,1.26,63.6,42.8,32.55,Medium
2022,Singapore,3,Financial Services,Small,25,2.81,99.0,99.0,47.62,Medium
2020,Mexico,2,Healthcare,Small,41,1.82,85.0,74.4,17.2,Low
2023,Canada,3,Media & Entertainment,Medium,293,2.82,99.0,94.6,69.84,High
2019,Netherlands,3,Government,Large,45476,2.91,99.0,93.9,36.06,Medium
2019,Australia,3,Financial Services,Small,61,1.98,90.6,87.9,29.37,Low
2020,United States,3,Media & Entertainment,Large,30087,2.88,99.0,86.8,70.9,High
2024,Netherlands,3,Technology,Large,44553,2.51,99.0,90.7,97.0,High
2019,Sweden,3,Manufacturing,Large,12865,2.69,99.0,75.9,58.02,High
2021,United Kingdom,3,Agriculture,Small,56,2.27,99.0,100.0,16.92,Low
2020,Nigeria,1,Automotive,Small,9,1.43,47.8,51.5,16.24,Low
2025,Brazil,2,Financial Services,Small,15,1.83,81.5,71.7,69.73,High
2019,Japan,3,Education,Medium,403,2.66,90.7,76.1,25.26,Low
2018,United Kingdom,3,Manufacturing,Medium,734,2.06,94.7,71.7,34.63,Medium
2021,Sweden,3,Gaming,Medium,275,2.37,96.5,100.0,65.0,High
2025,India,1,Automotive,Large,16042,1.45,66.5,46.1,90.49,High
2024,Israel,3,Healthcare,Medium,260,2.58,93.2,77.1,97.0,High
2021,Mexico,2,Gaming,Large,11050,1.78,69.6,83.3,57.17,High
2024,Brazil,2,Government,Small,19,2.06,83.3,64.6,36.64,Medium
2025,France,3,Retail,Small,41,2.63,98.5,90.4,62.62,High
2019,Nigeria,1,Agriculture,Medium,641,1.21,61.0,55.4,2.0,Low
2021,Japan,3,Financial Services,Small,17,2.56,99.0,77.9,45.86,Medium
2025,Australia,3,Manufacturing,Small,20,2.01,99.0,95.7,61.82,High
2024,Germany,3,Healthcare,Small,78,2.6,99.0,100.0,62.08,High
2024,United States,3,Healthcare,Medium,698,2.42,90.7,100.0,83.57,High
2020,Nigeria,1,Education,Medium,820,1.45,59.6,27.8,14.17,Low
2020,South Korea,3,Healthcare,Small,49,2.34,99.0,73.0,31.35,Medium
2020,France,3,Media & Entertainment,Large,26551,2.35,92.0,100.0,67.95,High
2024,United Kingdom,3,Manufacturing,Large,43278,2.5,99.0,90.6,97.0,High
2021,Canada,3,Retail,Large,1984,2.63,99.0,86.5,74.8,High
2019,Morocco,1,Technology,Medium,522,0.74,57.5,55.8,12.76,Low
2024,South Africa,1,Retail,Small,35,1.34,60.9,57.9,38.32,Medium
2020,United States,3,Government,Medium,108,2.57,92.9,94.0,31.86,Medium
2019,South Korea,3,Financial Services,Medium,789,2.68,97.5,100.0,36.0,Medium
2020,France,3,Manufacturing,Small,64,2.33,97.3,88.5,26.64,Low
2018,Brazil,2,Automotive,Medium,886,2.03,73.5,64.9,13.59,Low
2022,United States,3,Manufacturing,Small,73,2.75,99.0,87.1,42.31,Medium
2024,Mexico,2,Retail,Medium,951,2.09,90.3,73.0,56.11,High
2023,India,1,Retail,Medium,480,1.59,68.3,60.4,61.05,High
2024,Netherlands,3,Retail,Small,94,2.11,98.6,100.0,65.09,High
2019,Mexico,2,Healthcare,Small,21,1.89,79.9,78.3,3.32,Low
2022,Nigeria,1,Gaming,Large,23058,1.71,61.9,60.4,43.87,Medium
2024,India,1,Government,Small,92,1.32,48.4,27.2,53.13,Medium
2018,Netherlands,3,Retail,Large,6366,3.0,93.3,100.0,51.41,Medium
2025,Australia,3,Education,Large,36306,2.66,96.5,95.3,87.16,High
2024,Israel,3,Healthcare,Large,22136,2.85,99.0,96.7,97.0,High
2019,Nigeria,1,Manufacturing,Small,53,1.07,66.2,64.2,2.0,Low
2023,Nigeria,1,Automotive,Small,37,1.58,68.6,44.2,29.96,Low
2020,Sweden,3,Education,Large,10448,2.94,99.0,78.8,47.33,Medium
2024,Sweden,3,Agriculture,Small,31,2.32,92.4,71.0,54.75,Medium
2021,Nigeria,1,Retail,Large,44622,1.56,57.4,46.0,20.07,Low
2023,Canada,3,Retail,Large,49101,2.62,99.0,94.1,83.09,High
2024,Singapore,3,Technology,Large,7109,2.8,99.0,100.0,97.0,High
2021,Nigeria,1,Financial Services,Large,31671,1.31,64.7,51.1,44.6,Medium
2023,South Africa,1,Retail,Small,27,1.38,51.8,43.1,40.58,Medium
2024,Brazil,2,Healthcare,Small,11,2.25,65.8,86.1,49.4,Medium
2020,Netherlands,3,Manufacturing,Small,29,2.54,95.4,96.9,39.68,Medium
2025,Israel,3,Automotive,Large,45298,1.95,99.0,100.0,97.0,High
2025,Sweden,3,Automotive,Medium,431,2.89,99.0,77.5,93.67,High
2023,Germany,3,Education,Large,5263,2.64,99.0,100.0,81.06,High
2018,Morocco,1,Financial Services,Medium,199,1.02,56.3,45.1,3.1,Low
2024,India,1,Media & Entertainment,Small,62,1.38,64.8,28.1,62.95,High
2018,Sweden,3,Education,Large,29783,2.25,96.6,96.1,39.69,Medium
2019,Netherlands,3,Healthcare,Large,47628,3.42,99.0,90.4,75.55,High
2022,France,3,Gaming,Small,27,2.74,99.0,100.0,46.07,Medium
2023,Nigeria,1,Healthcare,Small,9,0.8,62.7,75.0,32.82,Medium
2021,France,3,Legal,Large,22902,2.73,94.6,97.2,53.82,Medium
2024,Nigeria,1,Financial Services,Large,21805,1.2,69.6,33.2,52.2,Medium
2020,Canada,3,Technology,Large,6663,2.72,99.0,100.0,80.16,High
